accuracy,loss,val_accuracy,val_loss
0.4933333396911621,0.8425469994544983,0.5733333230018616,0.7061977386474609
0.5358333587646484,0.7027360200881958,0.5733333230018616,0.684460461139679
0.5866666436195374,0.6728773713111877,0.5699999928474426,0.6684218049049377
0.5883333086967468,0.662226140499115,0.5600000023841858,0.6586953997612
0.5916666388511658,0.6516504883766174,0.5866666436195374,0.6470581889152527
0.6108333468437195,0.6338261365890503,0.5899999737739563,0.6370525360107422
0.637499988079071,0.6162265539169312,0.6000000238418579,0.6210446953773499
0.6666666865348816,0.5990786552429199,0.6966666579246521,0.6066955327987671
0.6691666841506958,0.5933077931404114,0.7166666388511658,0.5857802033424377
0.6775000095367432,0.586897611618042,0.7200000286102295,0.5770156979560852
0.6958333253860474,0.5673739314079285,0.7133333086967468,0.5681282877922058
0.699999988079071,0.5545467734336853,0.70333331823349,0.5637492537498474
0.7016666531562805,0.5402801632881165,0.70333331823349,0.5525829195976257
0.7200000286102295,0.5317290425300598,0.6933333277702332,0.554377019405365
0.7325000166893005,0.5162323713302612,0.7166666388511658,0.5410217642784119
0.7350000143051147,0.5197161436080933,0.6933333277702332,0.5389093160629272
0.7383333444595337,0.5066680312156677,0.699999988079071,0.527953028678894
0.7541666626930237,0.495119571685791,0.7233333587646484,0.520765483379364
0.7574999928474426,0.48292404413223267,0.7166666388511658,0.5211650133132935
0.7350000143051147,0.48523738980293274,0.7200000286102295,0.5283763408660889
0.762499988079071,0.48375415802001953,0.7200000286102295,0.5162119269371033
0.7583333253860474,0.4669795334339142,0.7300000190734863,0.5076712965965271
0.7858333587646484,0.4570111036300659,0.7266666889190674,0.4971144497394562
0.784166693687439,0.44803452491760254,0.7566666603088379,0.49658405780792236
0.7791666388511658,0.46113184094429016,0.7433333396911621,0.4942772388458252
0.7758333086967468,0.44851282238960266,0.7166666388511658,0.4911000430583954
0.7933333516120911,0.43337103724479675,0.7099999785423279,0.499810129404068
0.7991666793823242,0.42984089255332947,0.753333330154419,0.49080631136894226
0.8133333325386047,0.4262804687023163,0.7099999785423279,0.48166972398757935
0.8174999952316284,0.40925487875938416,0.75,0.47809889912605286
0.8058333396911621,0.4060092270374298,0.75,0.48271530866622925
0.8258333206176758,0.4050942361354828,0.7633333206176758,0.474921315908432
0.8116666674613953,0.3993808627128601,0.746666669845581,0.4745352566242218
0.8149999976158142,0.40797874331474304,0.7666666507720947,0.4619389474391937
0.8308333158493042,0.38491177558898926,0.75,0.46426767110824585
0.8316666483879089,0.38400155305862427,0.7699999809265137,0.4582509398460388
0.8424999713897705,0.3820653557777405,0.79666668176651,0.4505019187927246
0.8458333611488342,0.36032745242118835,0.7766666412353516,0.47186386585235596
0.846666693687439,0.3535119891166687,0.7733333110809326,0.4591704308986664
0.8500000238418579,0.3522014915943146,0.7900000214576721,0.45592352747917175
0.8608333468437195,0.334628164768219,0.7799999713897705,0.455105185508728
0.8608333468437195,0.33783918619155884,0.8100000023841858,0.4394482970237732
0.8575000166893005,0.3293900489807129,0.8033333420753479,0.46732115745544434
0.8849999904632568,0.32197925448417664,0.8133333325386047,0.44553130865097046
0.8758333325386047,0.3222786784172058,0.8166666626930237,0.43438223004341125
0.862500011920929,0.3254266381263733,0.8199999928474426,0.4375081956386566
0.8808333277702332,0.2986365556716919,0.8299999833106995,0.41887229681015015
0.89083331823349,0.2809476852416992,0.8233333230018616,0.42709290981292725
0.8808333277702332,0.30594590306282043,0.8366666436195374,0.41285979747772217
0.9008333086967468,0.28792494535446167,0.8433333039283752,0.39849522709846497
