accuracy,loss,val_accuracy,val_loss
0.476666659116745,0.698837399482727,0.6333333253860474,0.6896622776985168
0.5866666436195374,0.6808914542198181,0.6066666841506958,0.6774976849555969
0.6491666436195374,0.6653180122375488,0.5866666436195374,0.6663818359375
0.6683333516120911,0.6352254152297974,0.6766666769981384,0.6327164173126221
0.7049999833106995,0.5937983989715576,0.7066666483879089,0.5833816528320312
0.721666693687439,0.5553697347640991,0.7233333587646484,0.5691092014312744
0.7325000166893005,0.5327479243278503,0.7133333086967468,0.5431668162345886
0.7316666841506958,0.5162372589111328,0.7266666889190674,0.5244618058204651
0.7483333349227905,0.49062931537628174,0.7333333492279053,0.5288715362548828
0.7666666507720947,0.4887610375881195,0.7233333587646484,0.51104736328125
0.7733333110809326,0.4760824143886566,0.746666669845581,0.49796056747436523
0.7733333110809326,0.4681609570980072,0.7333333492279053,0.4916038513183594
0.7758333086967468,0.4566180408000946,0.7366666793823242,0.4886139929294586
0.7900000214576721,0.4335338771343231,0.7699999809265137,0.4729423522949219
0.7941666841506958,0.43318548798561096,0.7633333206176758,0.4697999656200409
0.8224999904632568,0.4015793800354004,0.7766666412353516,0.44959717988967896
0.8266666531562805,0.4056011140346527,0.800000011920929,0.4541093409061432
0.8208333253860474,0.3924221098423004,0.8233333230018616,0.42201900482177734
0.8358333110809326,0.3721160292625427,0.8066666722297668,0.42100244760513306
0.8558333516120911,0.3569389581680298,0.8033333420753479,0.4380374252796173
0.8774999976158142,0.3224881887435913,0.8333333134651184,0.41858556866645813
0.8741666674613953,0.31497058272361755,0.8500000238418579,0.39474162459373474
0.89083331823349,0.2929757535457611,0.8600000143051147,0.381796270608902
0.8958333134651184,0.288012832403183,0.8566666841506958,0.3813115358352661
0.8891666531562805,0.275924950838089,0.8433333039283752,0.3801899254322052
0.9150000214576721,0.2603895664215088,0.8666666746139526,0.3698584735393524
0.9066666960716248,0.24784332513809204,0.8700000047683716,0.37269046902656555
0.9108333587646484,0.24202954769134521,0.8633333444595337,0.3506245017051697
0.92166668176651,0.22570569813251495,0.8799999952316284,0.3377170264720917
0.9175000190734863,0.23162715137004852,0.8633333444595337,0.3381669223308563
0.9208333492279053,0.2186303734779358,0.8700000047683716,0.36070477962493896
0.934166669845581,0.19401679933071136,0.8766666650772095,0.33574178814888
0.9333333373069763,0.19453468918800354,0.8766666650772095,0.3527557849884033
0.9399999976158142,0.1822487711906433,0.8700000047683716,0.3587659001350403
0.9383333325386047,0.17773526906967163,0.8666666746139526,0.3566628098487854
0.9366666674613953,0.1843196004629135,0.8833333253860474,0.3167995810508728
0.9399999976158142,0.17989292740821838,0.8700000047683716,0.33819642663002014
0.9516666531562805,0.16318680346012115,0.8933333158493042,0.3237653970718384
0.9524999856948853,0.1534278839826584,0.8766666650772095,0.3608267605304718
0.9424999952316284,0.16819368302822113,0.8833333253860474,0.3333407938480377
0.9474999904632568,0.15708914399147034,0.8799999952316284,0.3290393352508545
