accuracy,loss,val_accuracy,val_loss
0.5375000238418579,0.7119426131248474,0.5733333230018616,0.6888150572776794
0.5866666436195374,0.6778987646102905,0.5666666626930237,0.6739768385887146
0.6116666793823242,0.6602522730827332,0.6566666960716248,0.6401640772819519
0.6899999976158142,0.6152535080909729,0.6766666769981384,0.6140530109405518
0.6883333325386047,0.580310583114624,0.6933333277702332,0.5846418738365173
0.7099999785423279,0.5405119061470032,0.7133333086967468,0.549807071685791
0.7416666746139526,0.5001511573791504,0.75,0.5008293390274048
0.7524999976158142,0.45677581429481506,0.7400000095367432,0.4852369725704193
0.79666668176651,0.4075397849082947,0.8033333420753479,0.41845670342445374
0.8450000286102295,0.36368846893310547,0.8633333444595337,0.3661051392555237
0.8808333277702332,0.3119616210460663,0.903333306312561,0.30705371499061584
0.9291666746139526,0.2520344853401184,0.9266666769981384,0.2408556044101715
0.9449999928474426,0.19539976119995117,0.9566666483879089,0.1999293565750122
0.9624999761581421,0.1572527289390564,0.9599999785423279,0.17201833426952362
0.9649999737739563,0.13246724009513855,0.9599999785423279,0.15821531414985657
0.9700000286102295,0.11428163945674896,0.9566666483879089,0.1423657238483429
0.9783333539962769,0.09754058718681335,0.9599999785423279,0.13550712168216705
0.9775000214576721,0.08642126619815826,0.9566666483879089,0.14289197325706482
0.9775000214576721,0.08712796121835709,0.9633333086967468,0.1400168538093567
0.9825000166893005,0.07142230123281479,0.9666666388511658,0.13749787211418152
0.9825000166893005,0.07058418542146683,0.9599999785423279,0.1423652470111847
0.9883333444595337,0.058558348566293716,0.9633333086967468,0.14434972405433655
