accuracy,loss,val_accuracy,val_loss
0.42523860931396484,1.81532621383667,0.6864407062530518,1.2609502077102661
0.663838803768158,1.2220953702926636,0.6864407062530518,1.0986522436141968
0.6648992300033569,1.143293857574463,0.6864407062530518,1.05817449092865
0.6670201420783997,1.105237603187561,0.6991525292396545,1.0385476350784302
0.6712619066238403,1.0727894306182861,0.7076271176338196,1.016264796257019
0.6723223924636841,1.04861581325531,0.7076271176338196,0.9941798448562622
0.674443244934082,1.0244708061218262,0.7076271176338196,0.9829704165458679
0.6839872598648071,1.0047616958618164,0.7076271176338196,0.9677958488464355
0.6871685981750488,0.9872502684593201,0.741525411605835,0.9581649899482727
0.6967126131057739,0.968083381652832,0.7245762944221497,0.9478881359100342
0.6967126131057739,0.9500322937965393,0.741525411605835,0.9351621270179749
0.706256628036499,0.9347286820411682,0.7457627058029175,0.9253867864608765
0.7136797308921814,0.9219434261322021,0.7542372941970825,0.9139557480812073
0.7158006429672241,0.9050418138504028,0.758474588394165,0.9055992960929871
0.7221633195877075,0.8946505188941956,0.7542372941970825,0.8987561464309692
0.7317073345184326,0.8817857503890991,0.758474588394165,0.8876893520355225
0.7306468486785889,0.8710265755653381,0.7627118825912476,0.8801336884498596
0.7295864224433899,0.8608452081680298,0.7754237055778503,0.8756309747695923
0.739130437374115,0.8491250276565552,0.7711864113807678,0.8737831115722656
0.7412513494491577,0.8409988880157471,0.7711864113807678,0.866328775882721
0.7423117756843567,0.8272448778152466,0.7796609997749329,0.8571557998657227
0.7486744523048401,0.8157914876937866,0.7796609997749329,0.8507686257362366
0.7518557906150818,0.8052448630332947,0.7796609997749329,0.8464238047599792
0.7560975551605225,0.7974941730499268,0.7754237055778503,0.8427244424819946
0.7529162168502808,0.7914239764213562,0.7838982939720154,0.840814471244812
0.7592788934707642,0.7765357494354248,0.7838982939720154,0.8309354782104492
0.7613998055458069,0.7681406736373901,0.7881355881690979,0.8275977969169617
0.7603393197059631,0.7596613168716431,0.7754237055778503,0.8358914256095886
0.7688229084014893,0.7527977228164673,0.7796609997749329,0.8223642110824585
0.7624602317810059,0.7427316308021545,0.7796609997749329,0.8242899179458618
0.7603393197059631,0.7375171184539795,0.7627118825912476,0.8369914293289185
0.770943820476532,0.7308763265609741,0.7796609997749329,0.8142570853233337
0.7698833346366882,0.7187381982803345,0.7796609997749329,0.8161461353302002
0.7741251587867737,0.7113891243934631,0.7796609997749329,0.8087469339370728
0.770943820476532,0.7047016024589539,0.7796609997749329,0.8113975524902344
0.7783669233322144,0.6981163620948792,0.7796609997749329,0.8152852058410645
0.7762460112571716,0.6886623501777649,0.7881355881690979,0.8076551556587219
0.781548261642456,0.6798579096794128,0.7796609997749329,0.8095116019248962
0.7794273495674133,0.6751835942268372,0.7796609997749329,0.8040291666984558
0.7868504524230957,0.6681517958641052,0.7881355881690979,0.8012372255325317
0.7910922765731812,0.6610669493675232,0.7796609997749329,0.7991549372673035
0.7879109382629395,0.6550357341766357,0.7838982939720154,0.7961769104003906
0.7900317907333374,0.6493979096412659,0.7838982939720154,0.7971330881118774
0.7889713644981384,0.6569951176643372,0.7627118825912476,0.804395854473114
0.7942736148834229,0.6374802589416504,0.7669491767883301,0.7966011762619019
0.7963944673538208,0.6344099044799805,0.7838982939720154,0.7939578294754028
0.7974549531936646,0.62378990650177,0.7796609997749329,0.7927713990211487
0.7953340411186218,0.6220449209213257,0.7754237055778503,0.7993001341819763
0.7995758056640625,0.616750180721283,0.7796609997749329,0.7831573486328125
0.8006362915039062,0.6125583648681641,0.7754237055778503,0.7850652933120728
0.7963944673538208,0.6067308187484741,0.7669491767883301,0.7891841530799866
0.8133615851402283,0.6005479693412781,0.7838982939720154,0.7815229296684265
0.8112407326698303,0.5931182503700256,0.7881355881690979,0.7766059637069702
0.8069989681243896,0.5905702114105225,0.7796609997749329,0.7876841425895691
0.81654292345047,0.5852121710777283,0.7838982939720154,0.7742670774459839
0.81654292345047,0.577212393283844,0.7838982939720154,0.7748228311538696
0.8133615851402283,0.5738065242767334,0.7669491767883301,0.7883874773979187
0.8207847476005554,0.564978301525116,0.7796609997749329,0.7820512056350708
0.8186638355255127,0.5637370944023132,0.7754237055778503,0.7826734781265259
0.8260869383811951,0.5565141439437866,0.7754237055778503,0.7814100980758667
